CNTYVTD,VTDKEY,BlacklockR_18G_Sup Ct 2,KirklandD_18G_Sup Ct 2
"2010419",4437,764,653
"2010420",4438,2370,584
"2010421",4439,564,784
"2010422",4440,59,1442
"2010423",4441,101,392
"2010424",4442,348,384
"2010425",4443,73,232
"2010426",4444,322,341
"2010427",4445,174,339
"2010428",4446,636,1538
"2010429",4447,293,858
"2010430",4448,117,587
"2010431",4449,320,1264
"2010432",4450,137,414
"2010433",4451,34,166
"2010434",4452,520,552
"2010435",4453,1267,997
"2010436",4454,1250,1318
"2010437",4455,874,555
"2010438",4456,1550,871
"2010439",4457,1453,940
"2010440",4458,1489,601
"2010441",4459,746,372
"2010442",4460,2148,658
"2010443",4461,313,151
"2010444",4462,1097,1049
"2010445",4463,703,572
"2010446",4464,36,78
"2010447",4465,1618,1216
"2010448",4466,1064,1035
"2010449",4467,5,66
"2010450",4468,344,948
"2010451",4469,1390,469
"2010452",4470,1478,946
"2010453",4471,263,738
"2010454",4472,25,998
"2010455",4473,27,594
"2010456",4474,801,763
"2010457",4475,0,0
"2010458",4476,54,977
"2010459",4477,1821,694
"2010460",4478,384,1455
"2010461",4479,1568,1165
"2010462",4480,609,1408
"2010463",4481,626,1300
"2010464",4482,741,607
"2010465",4483,763,1178
"2010466",4484,1113,1277
"2010467",4485,133,490
"2010468",4486,420,1409
"2010469",4487,1297,441
"2010470",4488,467,195
"2010471",4489,978,308
"2010472",4490,252,515
"2010473",4491,750,438
"2010474",4492,1009,661
"2010475",4493,356,557
"2010476",4494,611,725
"2010477",4495,1571,907
"2010478",4496,1406,1091
"2010479",4497,1638,657
"2010480",4498,1130,635
"2010481",4499,1407,614
"2010482",4500,1493,967
"2010483",4501,1189,1431
"2010484",4502,1313,930
"2010485",4503,1693,804
"2010486",4504,1948,736
"2010487",4505,471,1100
"2010488",4506,334,856
"2010489",4507,275,834
"2010490",4508,372,857
"2010491",4509,607,708
"2010492",4510,611,656
"2010493",4511,590,1102
"2010494",4512,150,1162
"2010495",4513,1020,626
"2010496",4514,322,820
"2010497",4515,41,941
"2010498",4516,407,853
"2010499",4517,1081,605
"2010500",4518,1285,935
"2010501",4519,516,1045
"2010502",4520,1123,273
"2010503",4521,1064,419
"2010504",4522,923,666
"2010505",4523,867,1393
"2010506",4524,303,1694
"2010507",4525,165,524
"2010508",4526,624,1414
"2010509",4527,1638,1203
"2010510",4528,785,1312
"2010511",4529,1394,1149
"2010512",4530,748,1489
"2010513",4531,1327,653
"2010514",4532,1611,959
"2010515",4533,1591,542
"2010516",4534,672,815
"2010517",4535,705,1098
"2010518",4536,1200,1055
"2010519",4537,1045,591
"2010520",4538,260,1624
"2010521",4539,698,972
"2010522",4540,1278,554
"2010523",4541,1030,838
"2010524",4542,482,1298
"2010525",4543,375,1391
"2010526",4544,73,266
"2010527",4545,74,97
"2010528",4546,2,27
"2010529",4547,1791,389
"2010530",4548,86,400
"2010531",4549,967,337
"2010532",4550,342,194
"2010533",4551,187,214
"2010534",4552,1450,688
"2010535",4553,44,110
"2010536",4554,863,1862
"2010537",4555,1553,680
"2010538",4556,12,424
"2010539",4557,390,459
"2010540",4558,411,1067
"2010541",4559,344,2222
"2010542",4560,84,1235
"2010543",4561,179,584
"2010544",4562,10,100
"2010545",4563,1062,1342
"2010546",4564,1570,386
"2010547",4565,915,522
"2010548",4566,459,702
"2010549",4567,138,1106
"2010550",4568,495,815
"2010551",4569,2263,909
"2010552",4570,1978,611
"2010553",4571,376,765
"2010554",4572,151,584
"2010555",4573,135,664
"2010556",4574,212,766
"2010557",4575,365,831
"2010558",4576,637,1598
"2010559",4577,453,1816
"2010560",4578,83,348
"2010561",4579,812,573
"2010562",4580,32,239
"2010563",4581,1572,633
"2010564",4582,349,1547
"2010565",4583,68,305
"2010566",4584,314,1068
"2010567",4585,296,854
"2010568",4586,1321,975
"2010569",4587,1046,1532
"2010570",4588,239,709
"2010571",4589,181,479
"2010572",4590,642,1121
"2010573",4591,11,593
"2010574",4592,16,121
"2010575",4593,952,974
"2010576",4594,70,1176
"2010577",4595,613,559
"2010578",4596,746,609
"2010579",4597,69,350
"2010580",4598,14,364
"2010581",4599,8,459
"2010582",4600,43,561
"2010583",4601,22,449
"2010584",4602,30,359
"2010585",4603,53,776
"2010586",4604,1089,1001
"2010587",4605,393,1057
"2010588",4606,1470,1040
"2010589",4607,753,1102
"2010590",4608,1055,410
"2010591",4609,207,674
"2010592",4610,136,546
"2010593",4611,902,1423
"2010594",4612,352,1035
"2010595",4613,94,630
"2010596",4614,627,886
"2010597",4615,504,1023
"2010598",4616,779,1931
"2010599",4617,500,1125
"2010600",4618,645,1451
"2010601",4619,1800,861
"2010602",4620,548,310
"2010603",4621,1350,1311
"2010604",4622,1636,333
"2010605",4623,389,1500
"2010606",4624,8,335
"2010607",4625,24,211
"2010608",4626,54,132
"2010609",4627,1329,1158
"2010610",4628,359,648
"2010611",4629,34,945
"2010612",4630,1553,618
"2010613",4631,176,972
"2010614",4632,620,1595
"2010615",4633,590,660
"2010616",4634,1333,925
"2010617",4635,578,1477
"2010618",4636,710,1230
"2010619",4637,2117,1068
"2010620",4638,890,996
"2010621",4639,243,419
"2010622",4640,1265,1276
"2010623",4641,1190,923
"2010624",4642,318,119
"2010625",4643,572,596
"2010626",4644,1301,1412
"2010627",4645,350,1017
"2010628",4646,319,643
"2010629",4647,21,164
"2010630",4648,214,2847
"2010631",4649,1051,646
"2010632",4650,1,2
"2010633",4651,1657,960
"2010634",4652,830,795
"2010635",4653,1329,571
"2010636",4654,2570,356
"2010637",4655,301,1040
"2010638",4656,76,865
"2010639",4657,1068,354
"2010640",4658,975,1034
"2010641",4659,1115,910
"2010642",4660,863,321
"2010643",4661,930,1337
"2010644",4662,1292,1179
"2010645",4663,860,1728
"2010646",4664,308,829
"2010647",4665,479,1158
"2010648",4666,1351,760
"2010649",4667,527,1567
"2010650",4668,1613,945
"2010651",4669,941,1070
"2010652",4670,237,1311
"2010653",4671,42,187
"2010654",4672,1476,1614
"2010655",4673,1145,1219
"2010656",4674,55,1139
"2010657",4675,244,550
"2010658",4676,886,676
"2010659",4677,2086,1048
"2010660",4678,162,1568
"2010661",4679,1068,1367
"2010662",4680,1947,575
"2010663",4681,705,896
"2010664",4682,210,924
"2010665",4683,1174,344
"2010666",4684,0,0
"2010667",4685,929,436
"2010668",4686,1167,985
"2010669",4687,1429,815
"2010670",4688,1620,542
"2010671",4689,845,885
"2010672",4690,1269,805
"2010673",4691,1370,390
"2010674",4692,1824,857
"2010675",4693,0,1
"2010676",4694,513,1022
"2010677",4695,133,449
"2010678",4696,105,1119
"2010679",4697,1290,706
"2010680",4698,38,76
"2010681",4699,20,40
"2010682",4700,1662,719
"2010683",4701,25,103
"2010684",4702,1088,909
"2010685",4703,50,52
"2010686",4704,17,58
"2010687",4705,1071,694
"2010688",4706,1999,674
"2010689",4707,485,801
"2010690",4708,1716,697
"2010691",4709,1817,643
"2010692",4710,1138,539
"2010693",4711,81,293
"2010694",4712,400,769
"2010695",4713,427,335
"2010696",4714,519,386
"2010697",4715,361,1191
"2010698",4716,151,1349
"2010699",4717,880,623
"2010700",4718,685,147
"2010701",4719,90,164
"2010702",4720,27,176
"2010703",4721,842,408
"2010704",4722,1508,376
"2010705",4723,42,306
"2010706",4724,508,931
"2010707",4725,249,198
"2010708",4726,63,141
"2010709",4727,1093,1238
"2010710",4728,639,798
"2010711",4729,1083,1364
"2010712",4730,639,1463
"2010713",4731,426,604
"2010714",4732,48,75
"2010715",4733,280,418
"2010716",4734,888,437
"2010717",4735,128,907
"2010718",4736,1807,1217
"2010719",4737,332,362
"2010720",4738,1718,1050
"2010721",4739,1050,759
"2010722",4740,140,1996
"2010723",4741,185,813
"2010724",4742,361,226
"2010725",4743,404,652
"2010726",4744,1214,195
"2010727",4745,288,878
"2010728",4746,263,263
"2010729",4747,125,137
"2010730",4748,913,671
"2010731",4749,857,1447
"2010732",4750,631,520
"2010733",4751,22,68
"2010734",4752,1356,853
"2010735",4753,138,132
"2010736",4754,0,12
"2010737",4755,16,11
"2010738",4756,91,401
"2010739",4757,461,650
"2010740",4758,170,165
"2010741",4759,264,832
"2010742",4760,1075,794
"2010743",4761,26,50
"2010744",4762,678,615
"2010745",4763,819,676
"2010746",4764,140,205
"2010747",4765,796,1363
"2010748",4766,273,382
"2010749",4767,25,98
"2010750",4768,180,168
"2010751",4769,2043,1610
"2010752",4770,471,263
"2010753",4771,98,169
"2010754",4772,24,395
"2010755",4773,808,1618
"2010756",4774,248,591
"2010757",4775,314,1936
"2010758",4776,1900,701
"2010759",4777,805,770
"2010760",4778,826,245
"2010761",4779,772,392
"2010762",4780,510,717
"2010763",4781,136,417
"2010764",4782,1522,1323
"2010765",4783,666,1786
"2010766",4784,38,139
"2010767",4785,16,23
"2010768",4786,1173,460
"2010769",4787,10,66
"2010770",4788,40,79
"2010771",4789,230,375
"2010772",4790,2039,984
"2010773",4791,582,1490
"2010774",4792,33,130
"2010775",4793,5,30
"2010776",4794,880,794
"2010777",4795,60,156
"2010778",4796,0,0
"2010779",4797,69,248
"2010780",4798,78,161
"2010781",4799,496,1066
"2010782",4800,706,564
"2010783",4801,19,274
"2010784",4802,11,418
"2010785",4803,888,1094
"2010786",4804,125,363
"2010787",4805,58,173
"2010788",4806,2,1
"2010789",4807,855,744
"2010790",4808,416,981
"2010791",4809,2,11
"2010792",4810,190,664
"2010793",4811,555,571
"2010794",4812,62,592
"2010795",4813,133,400
"2010796",4814,577,1022
"2010797",4815,0,0
"2010798",4816,111,223
"2010799",4817,10,65
"2010800",4818,1318,1060
"2010801",4819,41,88
"2010802",4820,3,14
"2010803",4821,1881,1061
"2010804",4822,1527,1768
"2010805",4823,1376,467
"2010806",4824,1125,770
"2010807",4825,134,757
"2010808",4826,54,198
"2010809",4827,19,9
"2010810",4828,10,43
"2010811",4829,31,107
"2010812",4830,0,0
"2010813",4831,742,1298
"2010814",4832,429,1843
"2010815",4833,0,0
"2010816",4834,5,16
"2010817",4835,1863,957
"2010818",4836,49,205
"2010819",4837,46,43
"2010820",4838,0,0
"2010821",4839,59,328
"2010822",4840,30,592
"2010823",4841,725,813
"2010824",4842,241,1017
"2010825",4843,4,7
"2010826",4844,98,143
"2010827",4845,97,249
"2010828",4846,964,330
"2010829",4847,21,44
"2010830",4848,0,0
"2010831",4849,3,7
"2010832",4850,28,114
"2010833",4851,1,5
"2010834",4852,16,123
"2010835",4853,29,83
"2010836",4854,10,127
"2010837",4855,0,3
"2010838",4856,0,0
"2010839",4857,89,388
"2010840",4858,290,614
"2010841",4859,372,1326
"2010842",4860,550,1013
"2010843",4861,124,646
"2010844",4862,0,5
"2010845",4863,86,52
"2010846",4864,7,74
"2010847",4865,239,929
"2010848",4866,292,782
"2010849",4867,297,812
"2010850",4868,43,85
"2010851",4869,1384,841
"2010852",4870,0,0
"2010853",4871,1342,549
"2010854",4872,5,59
"2010855",4873,4,1
"2010856",4874,0,0
"2010857",4875,0,0
"2010858",4876,3,134
"2010859",4877,96,357
"2010860",4878,0,0
"2010861",4879,134,778
"2010862",4880,1258,1050
"2010863",4881,15,174
"2010864",4882,212,801
"2010865",4883,1,8
"2010866",4884,0,0
"2010867",4885,0,0
"2010868",4886,248,753
"2010869",4887,26,137
"2010870",4888,0,0
"2010871",4889,1,3
"2010872",4890,6,7
"2010873",4891,85,283
"2010874",4892,1418,669
"2010875",4893,975,1279
"2010876",4894,1622,881
"2010877",4895,727,1528
"2010878",4896,624,236
"2010879",4897,535,854
"2010880",4898,1164,546
"2010881",4899,773,2619
"2010882",4900,660,1781
"2010883",4901,350,2208
"2010884",4902,23,145
"2010885",4903,877,837
"2010886",4904,213,282
"2010887",4905,112,193
"2010888",4906,317,753
"2010889",4907,28,126
"2010890",4908,257,553
"2010891",4909,297,547
"2010892",4910,148,503
"2010893",4911,0,1
"2010894",4912,126,918
"2010895",4913,219,412
"2010896",4914,344,884
"2010897",4915,489,613
"2010898",4916,322,689
"2010899",4917,449,388
"2010900",4918,1,6
"2010901",4919,0,0
"2010902",4920,808,1014
"2010903",4921,923,375
"2010904",4922,0,0
"2010905",4923,151,268
"2010906",4924,11,9
"2010907",4925,2,67
"2010908",4926,0,2
"2010909",4927,0,9
"2010910",4928,20,50
"2010911",4929,174,126
"2010912",4930,453,329
"2010913",4931,23,114
"2010914",4932,8,26
"2010915",4933,0,0
"2010916",4934,1357,520
"2010917",4935,3,21
"2010918",4936,1,1
"2010919",4937,0,0
"2010920",4938,25,22
"2010921",4939,3,23
"2010923",4940,1745,715
"2010924",4941,0,0
"2010925",4942,0,0
"2010926",4943,438,236
"2010927",4944,558,665
"2010928",4945,0,3
"2010929",4946,0,0
"2010930",4947,9,174
"2010931",4948,36,47
"2010932",4949,0,0
"2010933",4950,90,293
"2010934",4951,3,5
"2010935",4952,6,10
"2010936",4953,8,13
"2010937",4954,0,0
"2010938",4955,24,81
"2010939",4956,0,1
"2010940",4957,1,8
"2010941",4958,148,220
"2010942",4959,74,47
"2010943",4960,57,155
"2010944",4961,0,1
"2010945",4962,2,7
"2010946",4963,2,4
"2010947",4964,249,345
"2010948",4965,0,0
"2010949",4966,65,69
"2010950",4967,0,0
"2010951",4968,26,118
"2010952",4969,27,21
"2010953",4970,0,1
"2010954",4971,0,0
"2010955",4972,2772,1513
"2010956",4973,0,0
"2010957",4974,36,265
"2010958",4975,91,444
"2010959",4976,0,0
"2010960",4977,169,794
"2010961",4978,136,807
"2010962",4979,7,39
"2010963",4980,123,210
"2010964",4981,1378,1249
"2010965",4982,83,29
"2010966",4983,109,368
"2010967",4984,16,60
"2010968",4985,117,593
"2010969",4986,7,318
"2010970",4987,24,206
"2010971",4988,0,0
"2010972",4989,0,0
"2010973",4990,365,300
"2010974",4991,0,0
"2010975",4992,54,67
"2010976",4993,122,158
"2010977",4994,81,155
"2010978",4995,0,0
"2010979",4996,0,0
"2010980",4997,624,312
"2010981",4998,0,15
"2010982",4999,2053,862
"2010983",5000,38,69
"2010984",5001,10,85
"2010985",5002,98,118
"2010986",5003,26,139
"2010987",5004,41,483
"2010988",5005,53,13
"2010989",5006,0,0
"2010990",5007,7,5
"2010991",5008,0,0
"2010992",5009,221,310
"2010993",5010,0,0
"2010994",5011,24,70
"2010995",5012,82,843
"2010996",5013,210,190
"2010997",5014,72,511
"2010998",5015,20,15
"2010999",5016,0,0
"2011000",5017,21,124
"2011001",5018,139,534
"2011002",5019,81,483
"2011003",5020,0,0
"2011004",5021,182,250
"2011005",5022,0,0
"2011006",5023,0,0
"2011007",5024,186,732
"2011008",5025,504,158
"2011009",5026,0,0
"2011010",5027,66,404
"2011011",5028,7,9
"2011012",5029,191,567
"2030001",5030,809,387
"2030002",5031,267,511
"2030003",5032,68,747
"2030004",5033,512,328
"2030005",5034,422,109
"2030006",5035,623,146
"2030007",5036,366,148
"2030008",5037,1124,390
"2030009",5038,519,248
"2030010",5039,466,130
"2030011",5040,174,99
"2030012",5041,2247,357
"2030013",5042,765,83
"2030014",5043,592,167
"2030015",5044,570,61
"2030016",5045,275,57
"2030017",5046,400,399
"2030018",5047,391,74
"2030019",5048,1414,321
"2030020",5049,979,281
"2030021",5050,274,126
"2030022",5051,333,470
"2030023",5052,302,16
"2030024",5053,261,56
"2030025",5054,1693,287
"2030026",5055,255,48
"2050101",5056,160,19
"2050102",5057,98,6
"2050201",5058,135,12
"2050202",5059,273,25
"2050301",5060,427,36
"2050401",5061,332,50
"2070001",5062,157,42
"2070002",5063,258,59
"2070003",5064,215,62
"2070004",5065,95,31
"2070005",5066,142,45
"2070006",5067,145,21
"2070007",5068,42,7
"2070008",5069,49,22
"2070009",5070,106,20
"2070010",5071,70,15
"2090110",5072,435,601
"2090111",5073,50,146
"2090112",5074,246,846
"2090113",5075,100,328
"2090114",5076,224,712
"2090115",5077,202,635
"2090120",5078,71,305
"2090121",5079,243,1014
"2090122",5080,63,267
"2090123",5081,151,635
"2090125A",5082,498,901
"2090125B",5083,3,8
"2090126",5084,554,780
"2090127",5085,32,45
"2090128",5086,619,875
"2090129",5087,324,631
"2090130",5088,571,1105
"2090220",5089,950,1167
"2090221",5090,262,323
"2090222",5091,783,744
"2090223",5092,485,785
"2090224",5093,631,600
"2090225",5094,626,393
"2090226",5095,989,868
"2090227A",5096,672,1217
"2090227B",5097,0,0
"2090228A",5098,230,415
"2090228B",5099,0,0
"2090228C",5100,0,0
"2090229",5101,249,559
"2090230A",5102,467,403
"2090230B",5103,0,0
"2090231",5104,512,916
"2090232A",5105,799,495
"2090232B",5106,0,0
"2090232C",5107,0,0
"2090233",5108,227,406
"2090234",5109,188,294
"2090235",5110,855,813
"2090236",5111,492,290
"2090238",5112,11,12
"2090301",5113,0,0
"2090315",5114,1250,917
"2090316",5115,390,464
"2090317",5116,53,199
"2090318",5117,18,48
"2090330",5118,251,734
"2090332",5119,608,1580
"2090333A",5120,1608,1198
"2090333B",5121,2,1
"2090333C",5122,0,0
"2090334",5123,347,1513
"2090335A",5124,1338,919
"2090335B",5125,0,0
"2090335C",5126,0,0
"2090335D",5127,0,0
"2090336",5128,501,911
"2090337",5129,1033,695
"2090338",5130,1010,686
"2090339A",5131,524,260
"2090339B",5132,2,1
"2090339C",5133,0,0
"2090339D",5134,0,0
"2090339E",5135,0,0
"2090340",5136,417,748
"2090413A",5137,103,512
"2090413B",5138,0,0
"2090414",5139,140,640
"2090415A",5140,212,1011
"2090415B",5141,0,0
"2090416",5142,18,30
"2090417",5143,510,549
"2090418",5144,1,1
"2090419",5145,518,554
"2090420A",5146,293,248
"2090420B",5147,2,2
"2090420C",5148,0,0
"2090421",5149,20,14
"2090440",5150,903,569
"2090441",5151,1240,776
"2090442",5152,952,1019
"2090443",5153,1586,1208
"2090444",5154,914,652
"2090445",5155,722,514
"2090446",5156,567,433
"2090447",5157,627,704
"2090448",5158,820,584
"2090449A",5159,1536,937
"2090449B",5160,0,0
"2090449C",5161,2,0
"2110101",5162,220,44
"2110201",5163,219,42
"2110202",5164,17,2
"2110301",5165,336,43
"2110302",5166,28,2
"2110303",5167,66,9
"2110401",5168,185,17
"2110402",5169,64,14
"2130002",5170,284,64
"2130003",5171,174,361
"2130004",5172,1388,403
"213001A",5173,686,151
"213001M",5174,731,264
"213001T",5175,694,179
"213002E",5176,949,166
"213003B",5177,1265,199
"213003C",5178,2002,375
"213003M",5179,627,124
"213003N",5180,847,150
"213004A",5181,225,132
"213004W",5182,497,95
"21301CR",5183,1197,186
"21301MN",5184,544,160
"21301TC",5185,1117,268
"21303WS",5186,634,124
"21304BV",5187,392,83
"21304CC",5188,681,208
"21304MS",5189,115,140
"21304PF",5190,235,49
"21304SE",5191,1511,329
"2132GBN",5192,1261,315
"2132GBS",5193,798,179
"2132PSN",5194,1222,307
"2132PSS",5195,656,108
"2134NYL",5196,502,58
"2150001",5197,52,184
"2150002",5198,265,471
"2150003",5199,83,322
"2150004",5200,446,1332
"2150005",5201,132,634
"2150006",5202,379,477
"2150007",5203,542,859
"2150008",5204,384,395
"2150009",5205,517,866
"2150010",5206,229,634
"2150011",5207,105,680
"2150012",5208,47,86
"2150013",5209,570,1157
"2150014",5210,160,438
"2150015",5211,81,147
"2150016",5212,146,1139
"2150017",5213,169,724
"2150018",5214,27,68
"2150019",5215,44,57
"2150020",5216,65,307
"2150021",5217,46,106
"2150022",5218,53,200
"2150023",5219,211,588
"2150024",5220,44,20
"2150025",5221,390,659
"2150026",5222,61,254
"2150027",5223,66,251
"2150028",5224,266,608
"2150029",5225,147,196
"2150030",5226,429,1143
"2150031",5227,226,424
"2150032",5228,268,701
"2150033",5229,164,573
"2150034",5230,122,284
"2150035",5231,288,955
"2150036",5232,346,1051
"2150037",5233,115,273
"2150038",5234,606,845
"2150039",5235,131,537
"2150040",5236,132,586
"2150041",5237,201,778
"2150042",5238,363,854
"2150043",5239,377,1169
"2150044",5240,58,287
"2150045",5241,257,443
"2150046",5242,32,79
"2150047",5243,138,394
"2150048",5244,232,836
"2150049",5245,258,705
"2150050",5246,188,680
"2150051",5247,104,927
"2150052",5248,783,1298
"2150053",5249,664,1689
"2150054",5250,336,406
"2150055",5251,216,745
"2150056",5252,283,800
"2150057",5253,75,211
"2150058",5254,350,815
"2150059",5255,153,540
"2150060",5256,308,714
"2150061",5257,171,559
"2150062",5258,837,859
"2150063",5259,65,162
"2150064",5260,94,530
"2150065",5261,126,255
"2150066",5262,145,360
"2150067",5263,370,619
"2150068",5264,354,830
"2150069",5265,322,796
"2150070",5266,137,403
"2150071",5267,11,51
"2150072",5268,193,392
"2150073",5269,773,694
"2150074",5270,129,214
"2150075",5271,17,16
"2150076",5272,12,2
"2150077",5273,179,497
"2150078",5274,164,615
"2150079",5275,85,353
"2150080",5276,57,334
"2150081",5277,792,1376
"2150082",5278,0,3
"2150083",5279,832,890
"2150084",5280,118,267
"2150085",5281,319,925
"2150086",5282,113,171
"2150087",5283,286,823
"2150088",5284,301,1050
"2150089",5285,1,4
"2150090",5286,275,1615
"2150091",5287,103,232
"2150092",5288,20,66
"2150093",5289,42,43
"2150094",5290,171,499
"2150095",5291,216,953
"2150096",5292,616,803
"2150097",5293,294,710
"2150098",5294,372,1027
"2150099",5295,359,1237
"2150100",5296,244,906
"2150101",5297,290,237
"2150102",5298,290,249
"2150103",5299,634,773
"2150104",5300,239,648
"2150105",5301,418,941
"2150106",5302,908,1530
"2150107",5303,301,765
"2150108",5304,184,752
"2150109",5305,283,942
"2150110",5306,93,275
"2150111",5307,382,683
"2150112",5308,105,474
"2150113",5309,545,1013
"2150114",5310,814,935
"2150115",5311,304,839
"2150116",5312,212,454
"2150117",5313,264,1049
"2150118",5314,241,506
"2150119",5315,90,333
"2150120",5316,226,641
"2150121",5317,23,48
"2150122",5318,220,900
"2150123",5319,119,294
"2150124",5320,302,398
"2150125",5321,95,235
"2150126",5322,225,438
"2150127",5323,79,306
"2150128",5324,170,613
"2150129",5325,44,41
"2150130",5326,186,229
"2150131",5327,0,10
"2150132",5328,67,264
"2150133",5329,11,21
"2150134",5330,557,578
"2150135",5331,298,456
"2150136",5332,299,496
"2150137",5333,8,10
"2150138",5334,24,118
"2150139",5335,50,113
"2150140",5336,1,5
"2150141",5337,12,30
"2150142",5338,4,7
"2150143",5339,1,1
"2150144",5340,6,6
"2150145",5341,63,295
"2150146",5342,87,459
"2150147",5343,17,29
"2150148",5344,7,16
"2150149",5345,6,28
"2150150",5346,145,276
"2150151",5347,26,132
"2150152",5348,369,595
"2150153",5349,17,91
"2150154",5350,243,654
"2150155",5351,86,152
"2150156",5352,159,606
"2150157",5353,120,343
"2150158",5354,374,838
"2150159",5355,30,112
"2150160",5356,71,89
"2150161",5357,258,559
"2150162",5358,16,27
"2150163",5359,13,42
"2150164",5360,399,462
"2150165",5361,164,192
"2150166",5362,84,129
"2150167",5363,152,144
"2150168",5364,83,108
"2150169",5365,54,133
"2150170",5366,44,220
"2150171",5367,0,11
"2150172",5368,8,8
"2150173",5369,212,313
"2150174",5370,69,264
"2150175",5371,151,350
"2150176",5372,113,315
"2150177",5373,54,169
"2150178",5374,9,7
"2150179",5375,30,93
"2150180",5376,16,47
"2150181",5377,328,163
"2150182",5378,39,193
"2150183",5379,53,139
"2150184",5380,12,4
"2150185",5381,0,0
"2150186",5382,10,68
"2150187",5383,277,647
"2150188",5384,392,481
"2150189",5385,86,289
"2150190",5386,65,108
"2150191",5387,54,119
"2150192",5388,42,94
"2150193",5389,40,111
"2150194",5390,345,577
"2150195",5391,205,184
"2150196",5392,180,216
"2150197",5393,29,189
"2150198",5394,80,321
"2150199",5395,500,701
"2150200",5396,450,733
"2150201",5397,251,343
"2150202",5398,237,197
"2150203",5399,566,968
"2150204",5400,93,145
"2150205",5401,16,56
"2150206",5402,144,353
"2150207",5403,504,704
"2150209",5404,65,171
"2150210",5405,22,110
"2150211",5406,119,330
"2150212",5407,99,94
"2150213",5408,21,55
"2150215",5409,136,273
"2150216",5410,162,447
"2150217",5411,12,49
"2150218",5412,68,205
"2150219",5413,94,275
"2150220",5414,80,157
"2150221",5415,177,361
"2150222",5416,5,2
"2150223",5417,87,106
"2150224",5418,80,48
"2150225",5419,26,88
"2150226",5420,6,13
"2150227",5421,169,798
"2150228",5422,490,1849
"2150229",5423,85,254
"2150230",5424,110,155
"2150231",5425,54,78
"2150232",5426,102,309
"2150233",5427,0,1
"2150234",5428,229,852
"2150235",5429,70,74
"2150236",5430,160,142
"2150237",5431,49,233
"2150238",5432,21,25
"2150239",5433,316,542
"2150240",5434,102,220
"2150241",5435,19,78
"2150242",5436,6,7
"2150243",5437,14,22
"2150244",5438,98,185
"2150245",5439,25,65
"2150246",5440,0,2
"2150247",5441,23,42
"2150248",5442,4,10
"2150249",5443,48,90
"2150250",5444,3,38
"2150251",5445,0,6
"2150252",5446,5,3
"2150253",5447,50,116
"2150254",5448,18,35
"2150255",5449,35,63
"2150256",5450,9,75
"2150257",5451,30,186
"2170002",5452,388,137
"2170003",5453,244,279
"2170004",5454,897,306
"2170005",5455,249,42
"2170006",5456,170,37
"2170007",5457,268,54
"2170008",5458,112,19
"2170009",5459,162,43
"2170010",5460,710,232
"2170012",5461,357,62
"2170013",5462,1151,216
"2170014",5463,539,68
"2170015",5464,167,36
"2170016",5465,144,36
"2170018",5466,85,12
"2170019",5467,171,32
"2170020",5468,449,73
"2170021",5469,907,193
"2170022",5470,726,162
"2170023",5471,194,71
"2170024",5472,486,156
"2170027",5473,309,75
"2190011",5474,348,56
"2190014",5475,355,50
"2190015",5476,197,19
"2190016",5477,909,157
"2190021",5478,699,178
"2190024",5479,336,51
"2190032",5480,535,191
"2190033",5481,53,3
"2190035",5482,59,24
"2190036",5483,73,62
"2190043",5484,172,16
"2190044",5485,295,102
"2190045A",5486,375,121
"2190045B",5487,175,60
"2190046",5488,258,55
"2210001",5489,559,125
"2210002",5490,1647,376
"2210003",5491,1364,300
"2210004",5492,1137,257
"2210005",5493,1262,240
"2210007",5494,558,103
"2210008",5495,1316,286
"2210009",5496,2060,414
"2210010",5497,2420,498
"2210011",5498,848,170
"2210012",5499,777,172
"2210013",5500,1581,351
"2210014",5501,1635,379
"2210015",5502,221,47
"2210016",5503,2859,561
"2230001",5504,919,268
"2230002",5505,510,214
"2230003",5506,646,247
"2230004",5507,611,109
"2230005",5508,234,33
"2230008",5509,125,27
"2230011",5510,332,85
"2230012",5511,148,24
"2230013",5512,365,90
"2230014",5513,459,75
"2230016",5514,533,85
"2230017",5515,528,121
"223001A",5516,752,176
"2230020",5517,291,42
"2230023",5518,133,19
"2230024",5519,350,51
"2230025",5520,177,24
"223002A",5521,311,277
"2230036",5522,439,54
"223003A",5523,668,180
"223004A",5524,733,216
"2250001",5525,376,208
"2250002",5526,566,216
"2250003",5527,241,410
"2250004",5528,692,240
"2250005",5529,537,99
"2250006",5530,428,153
"2250007",5531,485,56
"2250008",5532,198,37
"2250009",5533,241,21
"2250010",5534,148,33
"2250011",5535,71,14
"2250012",5536,73,12
"2250014",5537,226,32
"2250015",5538,126,34
"2250016",5539,157,9
"2250017",5540,170,12
"2250018",5541,62,32
"2250019",5542,272,71
"2250020",5543,129,8
"2250021",5544,153,43
"2250022",5545,127,34
"2270011",5546,232,204
"2270012",5547,97,86
"2270013",5548,78,66
"2270014",5549,33,28
"2270016",5550,20,18
"2270024",5551,189,37
"2270025",5552,525,101
"2270026",5553,306,55
"2270032",5554,41,12
"2270033",5555,536,176
"2270034",5556,488,155
"2270035",5557,129,41
"2270037",5558,0,0
"2270042",5559,232,70
"2270045",5560,251,82
"2270046",5561,275,91
"2270103",5562,37,29
"2270104",5563,15,10
"2270105",5564,0,0
"227012A",5565,22,15
"2270205",5566,566,108
"2270207",5567,450,56
"2270208",5568,77,5
