CNTYVTD,VTDKEY,SlaughterR_18G_CCA 8,AshL_18G_CCA 8
"3570002",6908,443,27
"3570003",6909,856,41
"3570004",6910,574,33
"3590101",6911,111,7
"3590103",6912,96,4
"3590202",6913,88,4
"3590203",6914,107,3
"3590303",6915,147,8
"3590403",6916,84,4
"3590404",6917,101,3
"3610001",6918,112,14
"3610002",6919,209,107
"3610003",6920,111,132
"3610004",6921,13,56
"3610005",6922,410,129
"3610006",6923,778,75
"3610007",6924,624,113
"3610008",6925,1037,83
"3610009",6926,839,73
"3610010",6927,294,32
"3610011",6928,188,29
"3610012",6929,422,69
"3610013",6930,389,102
"3610014",6931,577,96
"3610015",6932,757,82
"3610016",6933,1141,76
"3610017",6934,789,43
"3610018",6935,848,54
"3610019",6936,667,51
"3610020",6937,558,47
"3610021",6938,106,16
"3610022",6939,556,30
"3610023",6940,1211,70
"3610024",6941,666,48
"3610025",6942,713,48
"3610026",6943,919,76
"3610027",6944,920,56
"3610028",6945,1477,105
"3610029",6946,463,31
"3610030",6947,452,28
"3610031",6948,1086,75
"3610032",6949,910,51
"3610033",6950,625,35
"3610034",6951,642,43
"3630001",6952,311,39
"3630002",6953,10,1
"3630003",6954,489,24
"3630004",6955,208,17
"3630005",6956,196,34
"3630006",6957,459,65
"3630007",6958,265,22
"3630008",6959,855,60
"3630009",6960,226,20
"3630011",6961,149,12
"3630012",6962,202,19
"3630013",6963,324,38
"3630014",6964,79,12
"3630015",6965,403,28
"3630016",6966,218,12
"3630017",6967,195,32
"3630018",6968,82,5
"3630020",6969,108,4
"3630021",6970,366,47
"3630022",6971,501,50
"3630023",6972,535,73
"3630024",6973,68,4
"3630025",6974,57,5
"3630026",6975,34,7
"3630027",6976,713,92
"3630028",6977,269,48
"3630029",6978,310,60
"3630030",6979,178,36
"3650001",6980,839,90
"3650002",6981,965,99
"3650003",6982,581,67
"3650005",6983,257,10
"3650007",6984,295,43
"3650008",6985,104,5
"3650009",6986,336,20
"3650010",6987,145,21
"3650012",6988,251,6
"3650013",6989,139,14
"3650014",6990,235,12
"3650018",6991,1017,67
"3650019",6992,177,7
"3650020",6993,175,2
"3650022",6994,104,27
"3650026",6995,74,10
"3650027",6996,320,81
"3650028",6997,948,72
"3650029",6998,186,6
"3670100",6999,2029,233
"3670105",7000,1015,76
"3670110",7001,657,88
"3670111",7002,551,66
"3670115",7003,978,104
"3670120",7004,911,78
"3670125",7005,1244,80
"3670130",7006,1412,115
"3670135",7007,725,64
"3670140",7008,513,47
"3670200",7009,698,114
"3670205",7010,679,129
"3670210",7011,946,69
"3670215",7012,1721,149
"3670220",7013,363,32
"3670225",7014,635,41
"3670230",7015,768,73
"3670235",7016,558,46
"3670240",7017,509,47
"3670245",7018,725,65
"3670250",7019,735,84
"3670255",7020,837,93
"3670300",7021,765,117
"3670305",7022,1095,140
"3670310",7023,595,104
"3670315",7024,1831,199
"3670320",7025,935,73
"3670325",7026,950,72
"3670330",7027,638,50
"3670335",7028,1925,99
"3670340",7029,515,33
"3670345",7030,1004,83
"3670350",7031,1385,101
"3670400",7032,1703,171
"3670405",7033,1846,178
"3670410",7034,937,109
"3670415",7035,1250,165
"3670420",7036,1139,86
"3670425",7037,723,68
"3670430",7038,1317,165
"3670435",7039,1395,161
"3670440",7040,2143,205
"3670445",7041,1059,76
"3670450",7042,1349,139
"3690101",7043,524,50
"3690201",7044,167,38
"3690202",7045,121,6
"3690203",7046,43,1
"3690301",7047,426,38
"3690302",7048,125,3
"3690303",7049,32,1
"3690401",7050,154,9
"3690402",7051,87,32
"3710001",7052,629,134
"3710002",7053,505,125
"3710003",7054,131,5
"3710004",7055,322,28
"3710005",7056,45,1
"3710006",7057,32,8
"3710007",7058,393,105
"3710009",7059,105,13
"3710010",7060,187,57
"3730001",7061,170,7
"3730002",7062,220,18
"3730003",7063,618,81
"3730004",7064,606,65
"3730005",7065,1069,130
"3730006",7066,1947,217
"3730007",7067,255,42
"3730008",7068,321,42
"3730009",7069,289,22
"3730010",7070,697,84
"3730011",7071,141,22
"3730012",7072,76,31
"3730013",7073,193,14
"3730014",7074,339,25
"3730015",7075,441,31
"3730016",7076,1724,166
"3730017",7077,524,43
"3730018",7078,99,60
"3730019",7079,1409,281
"3730020",7080,1426,290
"3730021",7081,495,66
"3750121",7082,1009,148
"3750122",7083,856,189
"3750123",7084,1352,349
"3750124",7085,1039,185
"3750125",7086,1303,342
"3750126",7087,769,226
"3750221",7088,288,109
"3750222",7089,293,68
"3750223",7090,316,165
"3750224",7091,638,215
"3750225",7092,298,137
"3750321",7093,1365,90
"3750322",7094,102,7
"3750323",7095,1901,205
"3750324",7096,2248,244
"3750325",7097,1027,205
"3750326",7098,1093,133
"3750327",7099,462,69
"3750421",7100,187,129
"3750422",7101,518,321
"3750424",7102,226,128
"3750425",7103,282,138
"3750426",7104,135,38
"3750427",7105,103,43
"3770001",7106,90,69
"3770002",7107,61,50
"3770003",7108,4,4
"3770004",7109,66,86
"3770005",7110,41,53
"3770006",7111,11,0
"3770007",7112,283,299
"3790101",7113,616,37
"3790102",7114,321,38
"3790203",7115,753,53
"3790204",7116,311,18
"3790305",7117,452,38
"3790306",7118,424,63
"3790407",7119,476,43
"3790408",7120,396,40
"3810110",7121,2474,218
"3810111",7122,1484,354
"3810112",7123,1052,291
"3810114",7124,1120,233
"3810123",7125,673,153
"3810208",7126,2902,357
"3810220",7127,932,122
"3810222",7128,2253,248
"3810227",7129,2682,279
"3810228",7130,2590,323
"3810230",7131,1658,178
"3810305",7132,1310,163
"3810306",7133,1876,263
"3810307",7134,1900,209
"3810309",7135,1686,134
"3810324",7136,2715,313
"3810325",7137,2071,167
"3810415",7138,1920,293
"3810418",7139,2324,333
"3810421",7140,1372,223
"3810426",7141,1509,140
"3810429",7142,1814,332
"3830001",7143,73,20
"3830002",7144,251,19
"3830003A",7145,186,16
"3830003B",7146,22,0
"3830004",7147,162,17
"3850001",7148,371,30
"3850002",7149,409,28
"3850003",7150,190,20
"3850004",7151,140,8
"3850006",7152,163,15
"3850007",7153,45,0
"3870001",7154,44,2
"3870002",7155,253,45
"3870003",7156,308,102
"3870004",7157,318,48
"3870005",7158,479,37
"3870007",7159,125,10
"3870009",7160,166,5
"3870010",7161,111,4
"3870011",7162,69,4
"3870013",7163,285,25
"3870014",7164,99,14
"3870017",7165,127,9
"3870018",7166,78,4
"3870019",7167,204,10
"3870020",7168,45,13
"3870021",7169,64,11
"3870024",7170,86,5
"3870027",7171,210,6
"3870028",7172,99,17
"3870029",7173,77,12
"3870030",7174,65,2
"3870031",7175,84,3
"3890001",7176,44,22
"3890002",7177,127,56
"3890003",7178,166,68
"3890004",7179,25,1
"3890005",7180,90,36
"3890006",7181,28,9
"3890007",7182,191,59
"3890008",7183,57,25
"3890010",7184,144,61
"3890011",7185,88,63
"3890012",7186,208,72
"3910001",7187,99,24
"3910002",7188,412,33
"3910003",7189,298,33
"3910004",7190,59,37
"391001A",7191,121,42
"391002A",7192,111,11
"391002B",7193,108,27
"391003A",7194,277,25
"391004A",7195,142,30
"391004B",7196,78,18
"3930001",7197,114,2
"3930002",7198,114,4
"3930003",7199,78,7
"39304-1",7200,62,0
"39304-2",7201,65,2
"3950001",7202,398,125
"3950002",7203,484,135
"3950003",7204,323,19
"3950004",7205,272,25
"3950005",7206,622,91
"3950006",7207,707,77
"3950007",7208,25,11
"3950008",7209,168,10
"3950011",7210,494,66
"3950013",7211,116,3
"3950016",7212,80,5
"3950018",7213,51,0
"3950019",7214,318,20
"3950022",7215,120,155
"3950023",7216,166,76
"3970001A",7217,2480,596
"3970001B",7218,0,0
"3970002",7219,2029,436
"3970003",7220,149,69
"3970004",7221,1253,181
"397001AA",7222,1133,354
"397001AB",7223,353,110
"397001B",7224,2883,558
"397001C",7225,1697,291
"397002A",7226,1965,556
"397002B",7227,806,255
"397002C",7228,2822,450
"397003A",7229,390,257
"397003B",7230,1094,452
"397003C",7231,1568,185
"397003D",7232,3305,552
"397004A",7233,3245,1013
"397004B",7234,588,163
"397004C",7235,1367,290
"3990001",7236,585,42
"3990002",7237,47,5
"3990003",7238,569,39
"3990004A",7239,133,9
"3990004B",7240,7,0
"3990005",7241,96,2
"3990006",7242,76,4
"3990007",7243,381,27
"3990008",7244,361,17
"3990009",7245,375,28
"3990010",7246,221,5
"4010111",7247,424,28
"4010112",7248,781,64
"4010113",7249,1217,104
"4010114",7250,660,60
"4010201",7251,379,29
"4010212",7252,421,30
"4010213",7253,848,57
"4010214",7254,1164,109
"4010215",7255,834,82
"4010302",7256,301,59
"4010303",7257,394,104
"4010314A",7258,468,26
"4010314B",7259,43,2
"4010315",7260,410,18
"4010316",7261,239,9
"4010317",7262,181,28
"4010318",7263,470,49
"4010319",7264,114,23
"4010404",7265,817,75
"4010405",7266,589,42
"4010416",7267,413,26
"4010417",7268,594,57
"4010418",7269,960,69
"4030001",7270,938,53
"4030002",7271,761,39
"4030003",7272,157,26
"4030004",7273,135,5
"4030005",7274,488,24
"4030006",7275,788,59
"4030007",7276,48,22
"4030008",7277,145,9
"4050001",7278,432,101
"4050002",7279,112,44
"4050003",7280,96,15
"4050004",7281,155,28
"4050005",7282,166,10
"4050006",7283,142,12
"4050007",7284,157,23
"4050008",7285,334,16
"4050009",7286,449,25
"4050010",7287,190,12
"4050011",7288,10,55
"4070001",7289,1177,181
"4070002",7290,1344,168
"4070003",7291,547,71
"4070004",7292,391,19
"4070005",7293,882,73
"4070006",7294,998,116
"4070007",7295,943,142
"4070008",7296,465,78
"4070010",7297,287,30
"4070013",7298,309,31
"4070014",7299,263,43
"4090101",7300,127,40
"4090102",7301,642,193
"4090103",7302,171,12
"4090104",7303,434,80
"4090105",7304,222,150
"4090106",7305,445,98
"4090107",7306,99,16
"4090108",7307,1501,298
"4090109",7308,980,182
"4090110",7309,480,148
"4090111",7310,23,0
"4090112",7311,103,104
"4090113",7312,155,90
"4090114",7313,667,112
"4090115",7314,1353,215
"4090116",7315,1755,269
"4090117",7316,168,24
"4090118",7317,378,192
"4090119",7318,484,102
"4090120",7319,288,59
"4090121",7320,655,143
"4090122",7321,283,56
"4090123",7322,32,7
"4090124",7323,661,294
"4090125",7324,18,4
"4110001",7325,466,24
"411002A",7326,323,21
"411002B",7327,154,6
"411003A",7328,233,16
"411003B",7329,164,9
"411004A",7330,412,11
"411004B",7331,62,2
"4130001",7332,231,28
"4130002",7333,199,23
"4130003",7334,57,21
"4130004",7335,277,24
"4150005",7336,55,4
"4150006",7337,140,7
"4150007",7338,973,55
"4150008",7339,369,26
"4150009",7340,253,12
"4150010",7341,647,30
"4150011",7342,68,2
"4150012",7343,515,45
"4150013",7344,228,21
"4150014",7345,68,8
"4150015",7346,418,49
"4170101",7347,279,17
"4170202",7348,329,14
"4170303",7349,134,4
"4170307",7350,160,6
"4170404",7351,23,0
"4170405",7352,106,10
"4170406A",7353,133,10
"4170406B",7354,2,0
"4190002",7355,384,24
"4190003",7356,165,6
"4190004",7357,337,9
"4190005",7358,926,47
"4190006",7359,266,21
"4190007",7360,317,33
"4190008",7361,394,74
"419001N",7362,585,52
"419001S",7363,717,70
"419001W",7364,207,18
"419009N",7365,479,55
"419009S",7366,421,33
"41901SE",7367,292,118
"41901SW",7368,594,33
"4210101",7369,36,4
"4210102",7370,102,12
"4210201",7371,70,5
"4210202",7372,60,1
"4210301",7373,65,7
"4210302",7374,107,4
"4210401",7375,256,14
"4230001",7376,56,31
"4230002",7377,78,70
"4230003",7378,1085,223
"4230004",7379,394,94
"4230005",7380,2083,130
"4230006",7381,382,24
"4230007",7382,825,64
"4230008",7383,596,62
"4230009",7384,45,33
"4230010",7385,726,221
"4230011",7386,151,159
"4230012",7387,219,202
"4230013",7388,47,141
"4230014",7389,579,104
"4230015",7390,2641,170
"4230016",7391,90,146
"4230017",7392,476,25
"4230018",7393,58,128
"4230019",7394,2315,192
"4230020",7395,128,60
"4230021",7396,739,124
"4230022",7397,144,37
"4230023",7398,940,189
"4230025",7399,1000,157
"4230026",7400,1234,92
"4230027",7401,644,161
"4230028",7402,1775,187
"4230029",7403,823,77
"4230030",7404,2182,223
"4230031",7405,1884,183
"4230032",7406,1185,152
"4230034",7407,193,148
"4230035",7408,578,237
"4230036",7409,289,274
"4230037",7410,971,95
"4230038",7411,868,202
"4230039",7412,121,50
"4230040",7413,2617,200
"4230041",7414,1836,144
"4230042",7415,1988,200
"4230043",7416,406,93
"4230044",7417,1243,286
"4230045",7418,712,39
"4230046",7419,413,52
"4230047",7420,142,13
"4230048",7421,122,32
"4230049",7422,45,20
"4230050",7423,1173,162
"4230052",7424,1033,53
"4230054",7425,1387,255
"4230055",7426,1739,380
"4230056",7427,1557,264
"4230058",7428,1529,220
"4230059",7429,1671,221
"4230060",7430,105,48
"4230061",7431,652,211
"4230063",7432,10,8
"4230064",7433,51,10
"4230065",7434,38,6
"4230066",7435,173,52
"4230070",7436,188,58
"4230071",7437,2041,238
"4230072",7438,75,15
"4230073",7439,168,48
"4230074",7440,167,16
"4230075",7441,1701,132
"4230076",7442,74,48
"4230077",7443,124,42
"4230078",7444,79,10
"4230079",7445,1652,219
"4230080",7446,11,1
"4230081",7447,48,22
"4230082",7448,9,1
"4250001",7449,617,63
"4250002",7450,890,82
"4250003",7451,769,82
"4250004",7452,774,65
"4270001",7453,329,207
"4270002",7454,437,326
"4270003",7455,184,140
"4270004",7456,142,35
"4270005",7457,21,4
"4270006",7458,856,705
"4270007",7459,85,70
"4270008",7460,238,168
"4270009",7461,308,260
"4270010",7462,659,472
"4291-11",7463,494,40
"4292-11",7464,622,41
"4292-19A",7465,41,1
"4292-19B",7466,94,7
"4292-19C",7467,0,0
"4293-11",7468,217,29
"4293-19",7469,236,6
"4294-11",7470,274,26
"4294-19",7471,451,28
"4295-11",7472,188,4
"4310001A",7473,95,5
"4310001B",7474,28,3
"4310002A",7475,64,6
"4310002B",7476,6,0
"4310002C",7477,10,1
"4310002D",7478,3,0
"4310002E",7479,0,0
"4310003",7480,138,1
"4310004",7481,101,6
"4330001",7482,133,12
"4330002",7483,124,12
"4330003",7484,120,8
"4330004",7485,104,19
"4350101",7486,167,25
"4350201",7487,272,22
"4350301",7488,369,39
"4350401",7489,162,29
"4370001",7490,216,17
"4370002",7491,362,57
"4370003",7492,330,39
"4370004",7493,85,18
"4370006",7494,126,13
"4370007",7495,204,19
"4370009",7496,13,3
"4370011",7497,119,11
"4391001",7498,532,261
"4391004",7499,713,217
"4391005",7500,41,71
"4391008",7501,5,26
"4391009",7502,514,151
"4391010",7503,33,20
"4391011",7504,39,73
"4391012",7505,520,248
"4391013",7506,178,267
"4391014",7507,132,65
"4391015",7508,258,137
"4391019",7509,77,65
"4391021",7510,1239,219
"4391022",7511,439,154
"4391023",7512,785,257
"4391024",7513,1110,223
"4391025",7514,315,163
"4391034",7515,1456,170
"4391056",7516,28,37
"4391059",7517,21,36
"4391061",7518,9,14
"4391062",7519,8,5
"4391066",7520,136,93
"4391071",7521,434,292
"4391074",7522,30,67
"4391075",7523,68,87
"4391076",7524,357,172
"4391078",7525,20,63
"4391079",7526,30,92
"4391080",7527,43,80
"4391081",7528,279,78
"4391082",7529,116,70
"4391083",7530,70,82
"4391084",7531,0,0
"4391085",7532,131,58
"4391088",7533,101,129
"4391089",7534,36,81
"4391090",7535,39,84
"4391094",7536,345,245
"4391095",7537,399,85
"4391098",7538,67,129
"4391099",7539,100,71
"4391103",7540,631,101
"4391104",7541,135,287
"4391105",7542,607,203
"4391106",7543,33,166
"4391108",7544,629,247
"4391109",7545,139,138
"4391111",7546,1343,141
"4391117",7547,697,220
"4391119",7548,823,401
"4391120",7549,98,239
"4391126",7550,345,223
"4391127",7551,54,136
"4391132",7552,45,120
"4391133",7553,506,261
"4391142",7554,421,182
"4391146",7555,524,314
"4391149",7556,236,178
"4391150",7557,258,162
"4391151",7558,271,160
"4391153",7559,89,191
"4391154",7560,39,36
"4391165",7561,58,29
"4391167",7562,462,156
"4391170",7563,565,344
"4391175",7564,369,177
"4391184",7565,196,96
"4391186",7566,313,31
"4391188",7567,14,58
"4391189",7568,720,276
"4391197",7569,1179,483
"4391198",7570,67,52
"4391199",7571,180,45
"4391206",7572,1054,254
"4391207",7573,637,269
"4391208",7574,776,144
"4391211",7575,69,226
"4391227A",7576,184,164
"4391227B",7577,0,0
"4391236",7578,157,87
"4391237",7579,125,78
"4391238",7580,615,333
"4391241",7581,41,24
"4391244",7582,69,9
"4391251",7583,391,409
"4391255",7584,632,398
"4391257",7585,306,169
"4391264",7586,630,197
"4391265",7587,550,251
"4391270",7588,147,72
"4391271",7589,1152,182
"4391273",7590,361,240
"4391277A",7591,472,159
"4391277B",7592,0,0
"4391278",7593,206,300
"4391279",7594,367,285
"4391291",7595,68,215
"4391292",7596,196,190
"4391293",7597,113,157
"4391294",7598,876,234
"4391295",7599,140,88
"4391296",7600,922,277
"4391297",7601,75,198
"4391298",7602,726,294
"4391300",7603,433,251
"4391301",7604,162,198
"4391311",7605,272,261
"4391337",7606,1066,182
"4391339",7607,1014,278
"4391345",7608,103,26
"4391346",7609,28,61
"4391347",7610,1059,442
"4391348",7611,406,50
"4391351",7612,0,0
"4391352",7613,279,44
"4391366",7614,0,0
"4391376",7615,1,6
"4391377",7616,1228,473
"4391378",7617,525,413
"4391380",7618,419,222
"4391382",7619,318,368
"4391388",7620,509,308
"4391394",7621,0,0
"4391404",7622,8,3
"4391407",7623,13,7
"4391408",7624,29,27
"4391412",7625,0,0
"4391414",7626,6,7
"4391415",7627,137,145
"4391416",7628,45,19
"4391418",7629,0,0
"4391420",7630,0,0
"4391423",7631,1491,202
"4391424",7632,11,2
"4391427",7633,0,1
"4391430",7634,1,0
"4391431",7635,809,127
"4391434",7636,3,0
"4391436",7637,218,95
"4391437",7638,264,91
"4391439",7639,8,18
"4391440",7640,220,248
"4391441",7641,85,145
"4391444",7642,8,6
"4391445",7643,21,15
"4391455",7644,0,0
"4391457",7645,2,0
"4391459",7646,263,232
"4391460",7647,274,347
"4391463",7648,218,260
"4391472",7649,76,21
"4391473",7650,18,10
"4391476",7651,17,9
"4391477",7652,65,69
"4391479",7653,22,18
"4391481",7654,34,51
"4391482",7655,47,53
"4391489",7656,286,302
"4391490",7657,87,89
"4391491",7658,1,0
"4391501",7659,120,61
"4391504",7660,932,99
"4391514",7661,0,0
"4391515",7662,9,5
"4391518",7663,106,87
"4391543",7664,0,0
"4391544",7665,0,0
"4391547",7666,0,0
"4391549",7667,0,0
"4391550",7668,2,7
"4391555",7669,1,0
"4391559",7670,35,22
"4391564",7671,0,0
"4391576",7672,5,12
"4391577",7673,75,86
"4391578",7674,190,184
"4391586",7675,0,0
"4391589",7676,53,26
"4391594",7677,0,0
"4391597",7678,49,57
"4391603",7679,359,371
"4391605",7680,0,0
"4391607",7681,0,0
"4391608",7682,277,136
"4391610",7683,0,0
"4391611",7684,4,0
"4391617",7685,4,4
"4391619",7686,2,2
"4391621",7687,17,17
"4391622",7688,15,3
"4391623",7689,0,0
"4391625",7690,0,0
"4391627",7691,124,28
"4391628",7692,0,0
"4391631",7693,55,40
"4391633",7694,10,4
"4391639",7695,494,510
"4391641",7696,934,518
"4391642",7697,342,282
"4391651",7698,0,0
"4391652",7699,2,17
"4391672",7700,0,0
"4391674",7701,0,0
"4391676",7702,51,31
"4391677",7703,8,5
"4391678",7704,1,2
"4391679",7705,0,0
"4391684",7706,148,66
"4391701",7707,315,141
"4391704",7708,811,207
"4391710",7709,627,207
"4391714",7710,523,459
"4391715",7711,268,111
"4391717",7712,580,151
"4391718",7713,213,106
"4391719",7714,1309,251
"4391722",7715,133,53
"4391723",7716,133,73
"4392002",7717,1,1
"4392003",7718,378,114
"4392007",7719,937,217
"4392026",7720,723,236
"4392027",7721,244,153
"4392028",7722,546,125
"4392029",7723,1005,229
"4392030",7724,473,416
"4392031",7725,875,651
"4392033",7726,611,201
"4392052",7727,584,390
"4392055",7728,763,237
"4392058",7729,0,0
"4392100",7730,147,69
"4392112",7731,933,182
"4392134",7732,149,82
"4392143",7733,186,103
"4392145",7734,291,204
"4392147",7735,445,168
"4392148",7736,315,273
"4392158A",7737,851,271
"4392158B",7738,0,0
"4392161",7739,339,331
"4392168",7740,585,337
"4392169",7741,166,157
"4392171",7742,1056,333
"4392173",7743,492,97
"4392174",7744,902,318
"4392180",7745,183,191
"4392181",7746,1020,347
"4392190",7747,86,37
"4392205",7748,989,306
"4392210",7749,131,94
"4392217",7750,647,418
"4392219",7751,928,279
"4392220",7752,1118,284
"4392221",7753,516,204
"4392223",7754,915,162
"4392224",7755,382,325
"4392225",7756,150,179
"4392226",7757,357,220
"4392228",7758,1054,236
"4392229",7759,728,268
"4392235",7760,538,330
"4392246",7761,523,126
"4392258",7762,262,39
"4392262",7763,416,73
"4392263",7764,354,239
"4392266",7765,1200,320
"4392267",7766,363,276
"4392268",7767,289,166
"4392269",7768,108,47
"4392274A",7769,2,0
"4392274B",7770,0,0
"4392275",7771,212,119
"4392280",7772,601,206
"4392281",7773,514,147
"4392299",7774,287,243
"4392302",7775,172,211
"4392303",7776,880,251
"4392304",7777,988,199
"4392305",7778,634,197
"4392306",7779,878,180
"4392307",7780,1354,399
"4392308",7781,963,260
"4392309",7782,265,160
"4392310",7783,662,214
"4392313",7784,937,244
"4392314",7785,1398,301
"4392315",7786,343,266
"4392316",7787,501,217
"4392317",7788,524,133
"4392318",7789,717,194
"4392319",7790,989,254
"4392320",7791,319,223
"4392341",7792,60,47
"4392349",7793,375,251
"4392353",7794,258,155
"4392354",7795,439,305
"4392355",7796,543,186
"4392356",7797,966,335
"4392357",7798,1252,280
"4392358",7799,957,231
"4392360",7800,1421,265
"4392379",7801,627,519
"4392381",7802,72,74
"4392383",7803,491,304
"4392393",7804,83,45
"4392401",7805,99,26
"4392402",7806,6,2
"4392403",7807,2,3
"4392405",7808,759,656
"4392411",7809,42,44
"4392413",7810,104,93
"4392419",7811,0,0
"4392425",7812,825,385
"4392426",7813,944,205
"4392428",7814,80,63
"4392435",7815,862,290
"4392438",7816,447,377
"4392442",7817,659,278
"4392448",7818,564,408
"4392449",7819,443,337
"4392450",7820,460,349
"4392451",7821,14,20
"4392453",7822,446,366
"4392461",7823,258,285
"4392462",7824,295,231
"4392464",7825,191,39
"4392466",7826,232,170
"4392467",7827,484,342
"4392468",7828,891,262
"4392474",7829,166,25
"4392484",7830,709,497
"4392488",7831,517,342
"4392505",7832,652,153
"4392506",7833,1651,491
"4392513",7834,0,0
"4392519",7835,221,174
"4392520",7836,639,253
"4392521",7837,446,152
"4392522",7838,1472,398
"4392523",7839,312,211
"4392524",7840,1251,155
"4392525",7841,510,426
"4392535",7842,840,136
"4392536",7843,560,268
"4392537",7844,191,203
"4392541",7845,432,335
"4392546",7846,8,14
"4392548",7847,745,112
"4392553",7848,292,195
"4392556",7849,772,206
"4392557",7850,232,185
"4392561",7851,0,0
"4392569",7852,4,4
"4392571",7853,0,0
"4392581",7854,547,328
"4392600",7855,0,0
"4392601",7856,0,0
"4392606",7857,2,2
"4392609",7858,0,0
"4392612",7859,0,0
"4392613",7860,208,220
"4392614",7861,90,59
"4392616",7862,11,11
"4392618",7863,11,14
"4392635",7864,325,242
"4392636",7865,868,235
"4392643",7866,635,360
"4392644",7867,573,494
"4392645",7868,926,170
"4392655",7869,198,168
"4392656",7870,8,16
"4392657",7871,4,1
"4392658",7872,71,70
"4392659",7873,3,3
"4392660",7874,80,27
"4392670",7875,32,26
"4392673",7876,0,0
"4392675",7877,0,0
"4392680",7878,0,0
"4392681",7879,0,0
"4392697",7880,701,351
"4392699",7881,826,493
"4392708",7882,558,316
"4392712",7883,940,372
"4392721",7884,741,158
"4392726",7885,438,319
"4392727",7886,254,76
"4393032",7887,540,150
"4393035",7888,1785,349
"4393036",7889,538,259
"4393037",7890,1235,242
"4393038",7891,1090,379
"4393039",7892,1064,190
"4393040",7893,1278,270
"4393041",7894,899,246
"4393043",7895,1403,253
"4393049",7896,1525,225
"4393054",7897,1454,348
"4393063",7898,792,164
"4393072",7899,1277,202
"4393114",7900,1140,264
"4393131",7901,678,148
"4393139",7902,433,133
"4393140",7903,756,144
"4393152",7904,15,5
"4393156",7905,840,123
"4393157",7906,681,280
"4393160",7907,597,213
"4393164",7908,655,189
"4393166",7909,622,305
"4393172",7910,869,275
"4393176",7911,1227,316
"4393177",7912,1213,187
"4393183",7913,1171,399
"4393185",7914,2,0
"4393187",7915,555,154
"4393192",7916,393,46
"4393193",7917,1691,229
"4393194",7918,700,183
"4393196",7919,1046,196
"4393200",7920,925,262
"4393209",7921,2096,287
"4393212",7922,592,236
"4393213",7923,620,185
"4393214",7924,989,271
"4393215",7925,1113,155
"4393216",7926,1152,397
"4393240",7927,916,238
"4393247",7928,444,211
"4393248",7929,1948,334
"4393249",7930,1128,391
"4393254",7931,716,221
"4393260",7932,702,132
"4393282",7933,699,156
"4393283",7934,767,172
"4393286",7935,463,55
"4393287",7936,907,234
"4393289",7937,964,221
"4393321",7938,963,296
"4393322",7939,993,201
"4393323",7940,1884,257
"4393324",7941,894,189
"4393325",7942,436,90
"4393326",7943,299,83
"4393327",7944,686,186
"4393329",7945,653,330
"4393330",7946,611,106
"4393331",7947,2272,278
"4393332",7948,901,270
"4393333",7949,1684,398
"4393334",7950,745,239
"4393335",7951,954,222
"4393336",7952,806,344
"4393359",7953,1033,187
"4393361",7954,1250,327
"4393363",7955,1440,254
"4393364",7956,291,126
"4393365",7957,2111,287
"4393367",7958,774,164
"4393368",7959,403,56
"4393372",7960,1291,309
"4393384",7961,609,201
"4393385",7962,1474,269
"4393386",7963,1193,194
"4393387",7964,1065,177
"4393389",7965,1135,476
"4393390",7966,2099,312
"4393391",7967,701,365
"4393392",7968,1158,176
"4393396",7969,1365,349
"4393398",7970,602,137
"4393406",7971,0,0
"4393409",7972,9,0
"4393417",7973,822,216
"4393421",7974,763,93
"4393422",7975,775,104
"4393433",7976,319,43
"4393443",7977,913,231
"4393446",7978,0,0
"4393447",7979,0,0
"4393465",7980,1171,366
"4393469A",7981,522,132
"4393469B",7982,0,0
"4393470",7983,62,11
"4393471",7984,953,141
"4393486",7985,1305,331
"4393500",7986,219,23
"4393502",7987,864,96
"4393507",7988,853,252
"4393509",7989,760,187
"4393510",7990,1639,220
"4393511",7991,739,365
"4393516",7992,1023,176
"4393517",7993,702,244
"4393526",7994,683,99
"4393527",7995,1060,201
"4393529",7996,1163,192
"4393530",7997,1222,304
"4393538",7998,1739,300
"4393539",7999,8,0
"4393542",8000,987,282
"4393545",8001,1259,199
"4393552",8002,1114,396
"4393554",8003,1514,240
"4393558",8004,1796,255
"4393560",8005,0,0
"4393562",8006,81,11
"4393566",8007,0,0
"4393567",8008,1326,169
"4393570",8009,1004,266
"4393574",8010,128,63
"4393575",8011,0,0
"4393579",8012,468,60
"4393580",8013,0,0
"4393582",8014,28,1
"4393583",8015,0,0
"4393584",8016,0,0
"4393585",8017,0,0
"4393590",8018,0,0
"4393624",8019,128,39
"4393626",8020,375,47
"4393637",8021,673,269
"4393646",8022,1119,354
"4393647",8023,1143,357
"4393648",8024,1316,393
"4393653",8025,1,0
"4393654",8026,0,0
"4393661",8027,0,0
"4393662",8028,5,0
"4393663",8029,2,1
"4393664",8030,0,0
"4393665",8031,11,0
"4393667",8032,57,8
"4393668",8033,195,30
"4393669",8034,2,0
"4393671",8035,313,54
"4393695",8036,1510,362
"4393696",8037,1351,349
"4393698",8038,1392,426
"4393700",8039,622,181
"4393706",8040,824,253
"4393709",8041,604,153
"4393716",8042,992,162
"4393720",8043,1483,199
"4393725",8044,986,202
"4393728",8045,842,148
"4393729",8046,2,1
"4394006",8047,115,139
"4394016",8048,532,238
"4394017",8049,215,235
"4394018",8050,372,80
