CNTYVTD,VTDKEY,DevineR_18G_Sup Ct 4,SandillD_18G_Sup Ct 4
"3610020",6937,551,84
"3610021",6938,106,24
"3610022",6939,555,61
"3610023",6940,1195,146
"3610024",6941,652,92
"3610025",6942,689,124
"3610026",6943,898,162
"3610027",6944,906,122
"3610028",6945,1451,187
"3610029",6946,461,63
"3610030",6947,441,59
"3610031",6948,1069,154
"3610032",6949,899,99
"3610033",6950,612,90
"3610034",6951,639,87
"3630001",6952,302,64
"3630002",6953,10,1
"3630003",6954,470,71
"3630004",6955,207,23
"3630005",6956,189,55
"3630006",6957,448,118
"3630007",6958,258,35
"3630008",6959,848,101
"3630009",6960,222,30
"3630011",6961,142,23
"3630012",6962,197,38
"3630013",6963,314,77
"3630014",6964,80,18
"3630015",6965,391,57
"3630016",6966,220,22
"3630017",6967,184,75
"3630018",6968,79,13
"3630020",6969,108,7
"3630021",6970,347,99
"3630022",6971,497,73
"3630023",6972,503,159
"3630024",6973,66,12
"3630025",6974,54,13
"3630026",6975,32,13
"3630027",6976,692,182
"3630028",6977,263,98
"3630029",6978,294,133
"3630030",6979,171,79
"3650001",6980,841,178
"3650002",6981,950,206
"3650003",6982,574,157
"3650005",6983,258,24
"3650007",6984,296,79
"3650008",6985,104,17
"3650009",6986,330,48
"3650010",6987,145,50
"3650012",6988,250,10
"3650013",6989,136,47
"3650014",6990,234,20
"3650018",6991,1013,170
"3650019",6992,178,12
"3650020",6993,172,5
"3650022",6994,99,83
"3650026",6995,75,29
"3650027",6996,302,238
"3650028",6997,936,172
"3650029",6998,187,10
"3670100",6999,2004,441
"3670105",7000,1006,168
"3670110",7001,647,178
"3670111",7002,543,131
"3670115",7003,959,220
"3670120",7004,909,163
"3670125",7005,1237,162
"3670130",7006,1398,255
"3670135",7007,723,130
"3670140",7008,506,89
"3670200",7009,684,208
"3670205",7010,668,252
"3670210",7011,948,121
"3670215",7012,1704,271
"3670220",7013,365,54
"3670225",7014,621,102
"3670230",7015,764,149
"3670235",7016,550,78
"3670240",7017,506,87
"3670245",7018,715,117
"3670250",7019,732,147
"3670255",7020,818,200
"3670300",7021,739,262
"3670305",7022,1074,272
"3670310",7023,584,226
"3670315",7024,1802,432
"3670320",7025,925,148
"3670325",7026,935,149
"3670330",7027,624,129
"3670335",7028,1909,210
"3670340",7029,511,59
"3670345",7030,989,162
"3670350",7031,1373,190
"3670400",7032,1671,360
"3670405",7033,1819,340
"3670410",7034,930,220
"3670415",7035,1222,328
"3670420",7036,1125,186
"3670425",7037,714,132
"3670430",7038,1282,330
"3670435",7039,1358,332
"3670440",7040,2115,380
"3670445",7041,1042,170
"3670450",7042,1307,310
"3690101",7043,506,107
"3690201",7044,158,107
"3690202",7045,122,6
"3690203",7046,43,1
"3690301",7047,426,62
"3690302",7048,124,5
"3690303",7049,31,4
"3690401",7050,155,12
"3690402",7051,82,53
"3710001",7052,562,328
"3710002",7053,431,344
"3710003",7054,131,13
"3710004",7055,308,56
"3710005",7056,43,4
"3710006",7057,26,20
"3710007",7058,335,303
"3710009",7059,98,28
"3710010",7060,164,148
"3730001",7061,165,21
"3730002",7062,219,29
"3730003",7063,602,174
"3730004",7064,594,138
"3730005",7065,1034,272
"3730006",7066,1918,364
"3730007",7067,250,87
"3730008",7068,311,133
"3730009",7069,286,68
"3730010",7070,670,288
"3730011",7071,138,43
"3730012",7072,55,69
"3730013",7073,197,15
"3730014",7074,331,45
"3730015",7075,440,54
"3730016",7076,1701,291
"3730017",7077,511,88
"3730018",7078,90,175
"3730019",7079,1367,608
"3730020",7080,1386,617
"3730021",7081,480,128
"3750121",7082,970,243
"3750122",7083,822,279
"3750123",7084,1257,587
"3750124",7085,1022,278
"3750125",7086,1222,594
"3750126",7087,731,366
"3750221",7088,260,232
"3750222",7089,264,183
"3750223",7090,275,325
"3750224",7091,580,412
"3750225",7092,265,266
"3750321",7093,1359,130
"3750322",7094,101,16
"3750323",7095,1877,318
"3750324",7096,2127,500
"3750325",7097,993,332
"3750326",7098,1085,197
"3750327",7099,463,94
"3750421",7100,163,262
"3750422",7101,451,708
"3750424",7102,195,318
"3750425",7103,244,312
"3750426",7104,117,93
"3750427",7105,90,99
"3770001",7106,82,103
"3770002",7107,46,124
"3770003",7108,3,15
"3770004",7109,42,211
"3770005",7110,25,133
"3770006",7111,11,6
"3770007",7112,213,555
"3790101",7113,622,62
"3790102",7114,317,75
"3790203",7115,740,98
"3790204",7116,306,44
"3790305",7117,448,74
"3790306",7118,418,135
"3790407",7119,471,77
"3790408",7120,398,74
"3810110",7121,2435,352
"3810111",7122,1397,614
"3810112",7123,1027,430
"3810114",7124,1074,380
"3810123",7125,633,237
"3810208",7126,2802,592
"3810220",7127,892,217
"3810222",7128,2184,426
"3810227",7129,2610,493
"3810228",7130,2519,530
"3810230",7131,1601,314
"3810305",7132,1271,253
"3810306",7133,1824,417
"3810307",7134,1826,351
"3810309",7135,1676,197
"3810324",7136,2625,525
"3810325",7137,2033,263
"3810415",7138,1838,480
"3810418",7139,2244,561
"3810421",7140,1320,367
"3810426",7141,1486,206
"3810429",7142,1732,566
"3830001",7143,68,35
"3830002",7144,246,36
"3830003A",7145,178,29
"3830003B",7146,22,0
"3830004",7147,160,28
"3850001",7148,364,66
"3850002",7149,408,52
"3850003",7150,188,51
"3850004",7151,138,20
"3850006",7152,162,24
"3850007",7153,44,3
"3870001",7154,43,4
"3870002",7155,252,112
"3870003",7156,305,255
"3870004",7157,301,170
"3870005",7158,482,65
"3870007",7159,123,25
"3870009",7160,164,11
"3870010",7161,113,7
"3870011",7162,68,9
"3870013",7163,282,50
"3870014",7164,101,16
"3870017",7165,125,19
"3870018",7166,78,11
"3870019",7167,201,31
"3870020",7168,44,37
"3870021",7169,65,23
"3870024",7170,86,25
"3870027",7171,213,15
"3870028",7172,100,38
"3870029",7173,74,26
"3870030",7174,67,3
"3870031",7175,83,6
"3890001",7176,33,65
"3890002",7177,110,152
"3890003",7178,150,162
"3890004",7179,24,5
"3890005",7180,76,104
"3890006",7181,24,22
"3890007",7182,168,138
"3890008",7183,52,58
"3890010",7184,121,158
"3890011",7185,71,166
"3890012",7186,196,150
"3910001",7187,89,94
"3910002",7188,386,104
"3910003",7189,276,99
"3910004",7190,43,129
"391001A",7191,102,138
"391002A",7192,110,17
"391002B",7193,103,47
"391003A",7194,259,81
"391004A",7195,119,99
"391004B",7196,68,43
"3930001",7197,113,2
"3930002",7198,117,3
"3930003",7199,81,7
"39304-1",7200,63,2
"39304-2",7201,65,3
"3950001",7202,364,336
"3950002",7203,453,278
"3950003",7204,311,42
"3950004",7205,270,33
"3950005",7206,616,201
"3950006",7207,686,162
"3950007",7208,21,23
"3950008",7209,165,15
"3950011",7210,476,139
"3950013",7211,113,13
"3950016",7212,78,14
"3950018",7213,46,6
"3950019",7214,309,35
"3950022",7215,93,443
"3950023",7216,147,158
"3970001A",7217,2363,921
"3970001B",7218,0,0
"3970002",7219,1924,687
"3970003",7220,133,137
"3970004",7221,1208,303
"397001AA",7222,1061,552
"397001AB",7223,329,173
"397001B",7224,2781,842
"397001C",7225,1630,466
"397002A",7226,1854,850
"397002B",7227,766,402
"397002C",7228,2729,680
"397003A",7229,345,395
"397003B",7230,991,704
"397003C",7231,1518,300
"397003D",7232,3172,857
"397004A",7233,3017,1478
"397004B",7234,544,262
"397004C",7235,1310,468
"3990001",7236,570,94
"3990002",7237,48,12
"3990003",7238,563,76
"3990004A",7239,132,23
"3990004B",7240,7,0
"3990005",7241,95,5
"3990006",7242,77,5
"3990007",7243,376,54
"3990008",7244,360,35
"3990009",7245,374,45
"3990010",7246,225,13
"4010111",7247,423,80
"4010112",7248,792,154
"4010113",7249,1193,300
"4010114",7250,655,141
"4010201",7251,371,84
"4010212",7252,419,78
"4010213",7253,837,171
"4010214",7254,1147,342
"4010215",7255,825,286
"4010302",7256,287,254
"4010303",7257,373,323
"4010314A",7258,467,57
"4010314B",7259,43,5
"4010315",7260,409,37
"4010316",7261,243,17
"4010317",7262,174,119
"4010318",7263,465,129
"4010319",7264,115,86
"4010404",7265,804,146
"4010405",7266,577,132
"4010416",7267,410,78
"4010417",7268,582,162
"4010418",7269,956,224
"4030001",7270,933,96
"4030002",7271,750,88
"4030003",7272,152,75
"4030004",7273,137,8
"4030005",7274,482,46
"4030006",7275,780,118
"4030007",7276,42,51
"4030008",7277,142,19
"4050001",7278,420,217
"4050002",7279,106,83
"4050003",7280,91,36
"4050004",7281,152,61
"4050005",7282,162,25
"4050006",7283,147,22
"4050007",7284,157,33
"4050008",7285,333,30
"4050009",7286,444,53
"4050010",7287,189,22
"4050011",7288,5,149
"4070001",7289,1164,309
"4070002",7290,1307,312
"4070003",7291,542,126
"4070004",7292,387,27
"4070005",7293,872,128
"4070006",7294,971,207
"4070007",7295,911,295
"4070008",7296,453,128
"4070010",7297,275,52
"4070013",7298,300,61
"4070014",7299,255,97
"4090101",7300,113,106
"4090102",7301,562,546
"4090103",7302,166,28
"4090104",7303,408,230
"4090105",7304,181,451
"4090106",7305,412,221
"4090107",7306,86,46
"4090108",7307,1452,515
"4090109",7308,952,354
"4090110",7309,441,323
"4090111",7310,22,3
"4090112",7311,70,333
"4090113",7312,128,282
"4090114",7313,647,207
"4090115",7314,1306,413
"4090116",7315,1711,465
"4090117",7316,158,64
"4090118",7317,325,535
"4090119",7318,457,185
"4090120",7319,287,93
"4090121",7320,616,291
"4090122",7321,270,114
"4090123",7322,29,22
"4090124",7323,582,748
"4090125",7324,19,7
"4110001",7325,459,64
"411002A",7326,320,32
"411002B",7327,152,14
"411003A",7328,232,42
"411003B",7329,164,29
"411004A",7330,406,36
"411004B",7331,62,5
"4130001",7332,202,70
"4130002",7333,181,51
"4130003",7334,48,38
"4130004",7335,270,46
"4150005",7336,55,7
"4150006",7337,138,15
"4150007",7338,961,141
"4150008",7339,363,51
"4150009",7340,252,18
"4150010",7341,634,73
"4150011",7342,69,5
"4150012",7343,501,116
"4150013",7344,223,41
"4150014",7345,67,13
"4150015",7346,410,136
"4170101",7347,276,31
"4170202",7348,333,18
"4170303",7349,133,8
"4170307",7350,159,10
"4170404",7351,22,0
"4170405",7352,106,12
"4170406A",7353,136,17
"4170406B",7354,2,0
"4190002",7355,377,43
"4190003",7356,164,11
"4190004",7357,335,53
"4190005",7358,903,92
"4190006",7359,260,51
"4190007",7360,297,114
"4190008",7361,366,177
"419001N",7362,584,107
"419001S",7363,688,172
"419001W",7364,204,34
"419009N",7365,466,109
"419009S",7366,411,74
"41901SE",7367,262,346
"41901SW",7368,574,85
"4210101",7369,38,3
"4210102",7370,101,17
"4210201",7371,67,17
"4210202",7372,61,0
"4210301",7373,65,10
"4210302",7374,105,10
"4210401",7375,261,21
"4230001",7376,58,95
"4230002",7377,57,233
"4230003",7378,1055,369
"4230004",7379,375,336
"4230005",7380,2079,314
"4230006",7381,375,91
"4230007",7382,807,242
"4230008",7383,591,180
"4230009",7384,43,96
"4230010",7385,698,783
"4230011",7386,117,631
"4230012",7387,260,763
"4230013",7388,24,671
"4230014",7389,563,323
"4230015",7390,2610,349
"4230016",7391,71,498
"4230017",7392,472,50
"4230018",7393,42,569
"4230019",7394,2307,394
"4230020",7395,115,157
"4230021",7396,716,213
"4230022",7397,136,110
"4230023",7398,913,378
"4230025",7399,989,279
"4230026",7400,1224,241
"4230027",7401,604,334
"4230028",7402,1767,347
"4230029",7403,817,215
"4230030",7404,2162,380
"4230031",7405,1871,336
"4230032",7406,1175,332
"4230034",7407,170,489
"4230035",7408,527,760
"4230036",7409,262,972
"4230037",7410,949,202
"4230038",7411,836,402
"4230039",7412,120,138
"4230040",7413,2582,440
"4230041",7414,1812,309
"4230042",7415,1968,414
"4230043",7416,388,188
"4230044",7417,1191,746
"4230045",7418,709,75
"4230046",7419,404,169
"4230047",7420,139,64
"4230048",7421,116,88
"4230049",7422,43,70
"4230050",7423,1141,338
"4230052",7424,1034,178
"4230054",7425,1333,524
"4230055",7426,1683,847
"4230056",7427,1506,506
"4230058",7428,1499,422
"4230059",7429,1631,440
"4230060",7430,92,145
"4230061",7431,616,474
"4230063",7432,7,29
"4230064",7433,48,37
"4230065",7434,35,37
"4230066",7435,173,150
"4230070",7436,188,100
"4230071",7437,1994,461
"4230072",7438,70,43
"4230073",7439,163,141
"4230074",7440,165,32
"4230075",7441,1678,239
"4230076",7442,69,174
"4230077",7443,117,97
"4230078",7444,77,18
"4230079",7445,1623,408
"4230080",7446,10,2
"4230081",7447,42,83
"4230082",7448,8,12
"4250001",7449,616,103
"4250002",7450,873,171
"4250003",7451,750,161
"4250004",7452,762,122
"4270001",7453,255,621
"4270002",7454,295,878
"4270003",7455,135,418
"4270004",7456,123,131
"4270005",7457,16,30
"4270006",7458,541,2096
"4270007",7459,63,269
"4270008",7460,161,692
"4270009",7461,222,763
"4270010",7462,470,1315
"4291-11",7463,490,70
"4292-11",7464,620,73
"4292-19A",7465,41,1
"4292-19B",7466,97,6
"4292-19C",7467,0,0
"4293-11",7468,214,48
"4293-19",7469,234,17
"4294-11",7470,273,45
"4294-19",7471,448,37
"4295-11",7472,186,11
"4310001A",7473,95,6
"4310001B",7474,28,4
"4310002A",7475,63,8
"4310002B",7476,6,0
"4310002C",7477,10,1
"4310002D",7478,3,0
"4310002E",7479,0,0
"4310003",7480,138,5
"4310004",7481,101,9
"4330001",7482,129,19
"4330002",7483,115,37
"4330003",7484,119,21
"4330004",7485,102,34
"4350101",7486,152,75
"4350201",7487,270,35
"4350301",7488,354,79
"4350401",7489,149,69
"4370001",7490,205,57
"4370002",7491,351,124
"4370003",7492,324,75
"4370004",7493,81,54
"4370006",7494,119,42
"4370007",7495,200,36
"4370009",7496,14,8
"4370011",7497,112,39
"4391001",7498,490,562
"4391004",7499,668,622
"4391005",7500,21,332
"4391008",7501,3,110
"4391009",7502,474,325
"4391010",7503,26,119
"4391011",7504,29,322
"4391012",7505,461,778
"4391013",7506,144,988
"4391014",7507,110,166
"4391015",7508,223,399
"4391019",7509,62,231
"4391021",7510,1187,571
"4391022",7511,421,322
"4391023",7512,734,693
"4391024",7513,1060,630
"4391025",7514,279,636
"4391034",7515,1434,398
"4391056",7516,24,111
"4391059",7517,19,191
"4391061",7518,6,50
"4391062",7519,8,12
"4391066",7520,123,253
"4391071",7521,368,771
"4391074",7522,20,261
"4391075",7523,53,294
"4391076",7524,312,423
"4391078",7525,12,345
"4391079",7526,24,428
"4391080",7527,25,469
"4391081",7528,266,159
"4391082",7529,108,175
"4391083",7530,55,324
"4391084",7531,0,0
"4391085",7532,118,218
"4391088",7533,90,423
"4391089",7534,22,554
"4391090",7535,26,513
"4391094",7536,285,587
"4391095",7537,367,219
"4391098",7538,48,605
"4391099",7539,90,243
"4391103",7540,611,290
"4391104",7541,102,1165
"4391105",7542,578,503
"4391106",7543,15,898
"4391108",7544,565,533
"4391109",7545,115,353
"4391111",7546,1300,353
"4391117",7547,640,552
"4391119",7548,726,1324
"4391120",7549,59,1187
"4391126",7550,302,701
"4391127",7551,32,700
"4391132",7552,21,617
"4391133",7553,462,596
"4391142",7554,385,397
"4391146",7555,462,898
"4391149",7556,209,867
"4391150",7557,224,586
"4391151",7558,266,380
"4391153",7559,45,815
"4391154",7560,34,170
"4391165",7561,47,97
"4391167",7562,438,455
"4391170",7563,510,967
"4391175",7564,353,482
"4391184",7565,183,273
"4391186",7566,294,108
"4391188",7567,9,266
"4391189",7568,684,767
"4391197",7569,1109,1167
"4391198",7570,60,124
"4391199",7571,163,113
"4391206",7572,1021,526
"4391207",7573,599,739
"4391208",7574,746,339
"4391211",7575,44,867
"4391227A",7576,160,430
"4391227B",7577,0,0
"4391236",7578,145,218
"4391237",7579,110,244
"4391238",7580,551,993
"4391241",7581,33,85
"4391244",7582,69,32
"4391251",7583,302,1437
"4391255",7584,544,1180
"4391257",7585,270,544
"4391264",7586,587,484
"4391265",7587,506,716
"4391270",7588,142,169
"4391271",7589,1127,399
"4391273",7590,328,691
"4391277A",7591,438,427
"4391277B",7592,0,0
"4391278",7593,174,875
"4391279",7594,335,873
"4391291",7595,40,975
"4391292",7596,172,612
"4391293",7597,87,541
"4391294",7598,840,559
"4391295",7599,126,294
"4391296",7600,868,663
"4391297",7601,49,1178
"4391298",7602,648,721
"4391300",7603,386,859
"4391301",7604,125,874
"4391311",7605,227,822
"4391337",7606,1006,464
"4391339",7607,959,690
"4391345",7608,94,98
"4391346",7609,17,401
"4391347",7610,971,1273
"4391348",7611,397,119
"4391351",7612,0,0
"4391352",7613,270,115
"4391366",7614,0,0
"4391376",7615,0,7
"4391377",7616,1134,1205
"4391378",7617,447,1394
"4391380",7618,368,481
"4391382",7619,264,885
"4391388",7620,458,957
"4391394",7621,0,0
"4391404",7622,7,11
"4391407",7623,12,28
"4391408",7624,28,65
"4391412",7625,0,0
"4391414",7626,6,20
"4391415",7627,117,467
"4391416",7628,44,47
"4391418",7629,0,0
"4391420",7630,0,0
"4391423",7631,1435,540
"4391424",7632,11,6
"4391427",7633,1,2
"4391430",7634,1,3
"4391431",7635,800,316
"4391434",7636,2,1
"4391436",7637,194,301
"4391437",7638,244,229
"4391439",7639,6,49
"4391440",7640,197,780
"4391441",7641,70,319
"4391444",7642,8,27
"4391445",7643,17,34
"4391455",7644,0,0
"4391457",7645,2,1
"4391459",7646,230,749
"4391460",7647,250,946
"4391463",7648,182,584
"4391472",7649,70,53
"4391473",7650,13,31
"4391476",7651,13,32
"4391477",7652,51,374
"4391479",7653,19,68
"4391481",7654,29,145
"4391482",7655,34,260
"4391489",7656,255,735
"4391490",7657,81,207
"4391491",7658,1,0
"4391501",7659,116,166
"4391504",7660,922,227
"4391514",7661,0,0
"4391515",7662,9,7
"4391518",7663,86,304
"4391543",7664,0,0
"4391544",7665,0,2
"4391547",7666,0,0
"4391549",7667,0,0
"4391550",7668,1,19
"4391555",7669,1,0
"4391559",7670,32,86
"4391564",7671,0,0
"4391576",7672,3,74
"4391577",7673,58,417
"4391578",7674,164,566
"4391586",7675,0,1
"4391589",7676,47,65
"4391594",7677,0,0
"4391597",7678,35,212
"4391603",7679,324,885
"4391605",7680,0,0
"4391607",7681,0,0
"4391608",7682,242,336
"4391610",7683,0,0
"4391611",7684,4,4
"4391617",7685,5,9
"4391619",7686,2,9
"4391621",7687,18,37
"4391622",7688,16,13
"4391623",7689,0,0
"4391625",7690,0,0
"4391627",7691,120,50
"4391628",7692,0,0
"4391631",7693,53,86
"4391633",7694,7,10
"4391639",7695,411,1666
"4391641",7696,864,1321
"4391642",7697,305,901
"4391651",7698,0,0
"4391652",7699,0,79
"4391672",7700,0,0
"4391674",7701,0,0
"4391676",7702,47,105
"4391677",7703,6,12
"4391678",7704,1,4
"4391679",7705,0,0
"4391684",7706,130,155
"4391701",7707,286,343
"4391704",7708,797,429
"4391710",7709,587,548
"4391714",7710,449,1214
"4391715",7711,245,323
"4391717",7712,555,373
"4391718",7713,189,339
"4391719",7714,1261,575
"4391722",7715,124,131
"4391723",7716,122,188
"4392002",7717,0,3
"4392003",7718,345,259
"4392007",7719,902,497
"4392026",7720,694,517
"4392027",7721,204,385
"4392028",7722,534,276
"4392029",7723,960,554
"4392030",7724,390,1292
"4392031",7725,752,1916
"4392033",7726,572,502
"4392052",7727,516,830
"4392055",7728,698,561
"4392058",7729,0,0
"4392100",7730,143,138
"4392112",7731,899,374
"4392134",7732,132,217
"4392143",7733,174,224
"4392145",7734,244,560
"4392147",7735,409,342
"4392148",7736,276,713
"4392158A",7737,805,648
"4392158B",7738,0,0
"4392161",7739,287,615
"4392168",7740,545,696
"4392169",7741,139,383
"4392171",7742,1006,677
"4392173",7743,468,211
"4392174",7744,851,696
"4392180",7745,160,590
"4392181",7746,953,728
"4392190",7747,81,95
"4392205",7748,946,598
"4392210",7749,118,219
"4392217",7750,580,906
"4392219",7751,863,692
"4392220",7752,1037,657
"4392221",7753,484,503
"4392223",7754,905,319
"4392224",7755,332,669
"4392225",7756,117,520
"4392226",7757,310,614
"4392228",7758,995,572
"4392229",7759,689,584
"4392235",7760,487,813
"4392246",7761,488,310
"4392258",7762,252,106
"4392262",7763,411,159
"4392263",7764,313,576
"4392266",7765,1135,732
"4392267",7766,314,687
"4392268",7767,274,379
"4392269",7768,106,124
"4392274A",7769,2,0
"4392274B",7770,0,0
"4392275",7771,187,317
"4392280",7772,571,465
"4392281",7773,466,364
"4392299",7774,240,632
"4392302",7775,138,600
"4392303",7776,835,564
"4392304",7777,914,536
"4392305",7778,604,471
"4392306",7779,839,437
"4392307",7780,1255,946
"4392308",7781,912,696
"4392309",7782,243,418
"4392310",7783,626,489
"4392313",7784,893,541
"4392314",7785,1325,721
"4392315",7786,308,621
"4392316",7787,452,535
"4392317",7788,495,315
"4392318",7789,685,406
"4392319",7790,944,533
"4392320",7791,290,612
"4392341",7792,49,148
"4392349",7793,345,647
"4392353",7794,233,408
"4392354",7795,396,768
"4392355",7796,526,369
"4392356",7797,907,888
"4392357",7798,1195,703
"4392358",7799,918,549
"4392360",7800,1376,587
"4392379",7801,548,1439
"4392381",7802,61,202
"4392383",7803,442,777
"4392393",7804,74,132
"4392401",7805,95,71
"4392402",7806,6,2
"4392403",7807,2,7
"4392405",7808,662,1589
"4392411",7809,36,146
"4392413",7810,81,286
"4392419",7811,0,0
"4392425",7812,762,921
"4392426",7813,898,494
"4392428",7814,71,178
"4392435",7815,794,740
"4392438",7816,393,969
"4392442",7817,590,632
"4392448",7818,493,1024
"4392449",7819,396,808
"4392450",7820,412,875
"4392451",7821,10,59
"4392453",7822,395,806
"4392461",7823,204,766
"4392462",7824,248,641
"4392464",7825,177,120
"4392466",7826,210,452
"4392467",7827,419,811
"4392468",7828,847,633
"4392474",7829,160,58
"4392484",7830,599,1373
"4392488",7831,452,889
"4392505",7832,612,345
"4392506",7833,1535,1141
"4392513",7834,0,0
"4392519",7835,193,429
"4392520",7836,609,546
"4392521",7837,431,331
"4392522",7838,1394,960
"4392523",7839,283,583
"4392524",7840,1215,347
"4392525",7841,445,1168
"4392535",7842,794,395
"4392536",7843,506,598
"4392537",7844,178,493
"4392541",7845,378,892
"4392546",7846,8,28
"4392548",7847,723,270
"4392553",7848,261,524
"4392556",7849,728,458
"4392557",7850,193,474
"4392561",7851,0,0
"4392569",7852,3,22
"4392571",7853,0,0
"4392581",7854,485,809
"4392600",7855,0,0
"4392601",7856,0,0
"4392606",7857,1,7
"4392609",7858,0,0
"4392612",7859,0,0
"4392613",7860,182,644
"4392614",7861,74,119
"4392616",7862,9,25
"4392618",7863,10,24
"4392635",7864,285,628
"4392636",7865,829,534
"4392643",7866,575,896
"4392644",7867,491,1186
"4392645",7868,881,407
"4392655",7869,169,369
"4392656",7870,6,35
"4392657",7871,4,9
"4392658",7872,57,166
"4392659",7873,3,4
"4392660",7874,79,51
"4392670",7875,26,46
"4392673",7876,0,0
"4392675",7877,0,0
"4392680",7878,0,0
"4392681",7879,0,0
"4392697",7880,645,861
"4392699",7881,739,1276
"4392708",7882,503,787
"4392712",7883,877,913
"4392721",7884,707,403
"4392726",7885,390,841
"4392727",7886,237,179
"4393032",7887,531,299
"4393035",7888,1696,816
"4393036",7889,508,575
"4393037",7890,1175,601
"4393038",7891,1035,841
"4393039",7892,1024,476
"4393040",7893,1248,576
"4393041",7894,849,583
"4393043",7895,1374,486
"4393049",7896,1484,526
"4393054",7897,1405,753
"4393063",7898,767,344
"4393072",7899,1262,448
"4393114",7900,1090,576
"4393131",7901,651,327
"4393139",7902,411,302
"4393140",7903,721,347
"4393152",7904,16,5
"4393156",7905,815,282
"4393157",7906,651,577
"4393160",7907,574,562
"4393164",7908,632,397
"4393166",7909,591,634
"4393172",7910,839,611
"4393176",7911,1160,778
"4393177",7912,1152,437
"4393183",7913,1090,1004
"4393185",7914,2,0
"4393187",7915,537,354
"4393192",7916,390,89
"4393193",7917,1645,550
"4393194",7918,672,409
"4393196",7919,1005,447
"4393200",7920,873,589
"4393209",7921,2030,638
"4393212",7922,556,543
"4393213",7923,591,399
"4393214",7924,955,611
"4393215",7925,1068,417
"4393216",7926,1082,989
"4393240",7927,892,534
"4393247",7928,414,483
"4393248",7929,1868,775
"4393249",7930,1065,957
"4393254",7931,696,574
"4393260",7932,691,309
"4393282",7933,667,358
"4393283",7934,732,369
"4393286",7935,452,123
"4393287",7936,870,543
"4393289",7937,938,505
"4393321",7938,923,605
"4393322",7939,948,501
"4393323",7940,1807,667
"4393324",7941,862,445
"4393325",7942,419,204
"4393326",7943,284,178
"4393327",7944,664,398
"4393329",7945,615,769
"4393330",7946,586,228
"4393331",7947,2193,725
"4393332",7948,844,690
"4393333",7949,1597,955
"4393334",7950,698,587
"4393335",7951,918,500
"4393336",7952,733,1006
"4393359",7953,972,461
"4393361",7954,1174,695
"4393363",7955,1412,538
"4393364",7956,274,240
"4393365",7957,2048,718
"4393367",7958,739,387
"4393368",7959,384,161
"4393372",7960,1218,709
"4393384",7961,576,447
"4393385",7962,1419,636
"4393386",7963,1152,445
"4393387",7964,1038,366
"4393389",7965,1044,1168
"4393390",7966,2003,759
"4393391",7967,648,840
"4393392",7968,1112,407
"4393396",7969,1296,847
"4393398",7970,572,310
"4393406",7971,0,0
"4393409",7972,9,2
"4393417",7973,791,456
"4393421",7974,741,252
"4393422",7975,748,243
"4393433",7976,317,106
"4393443",7977,855,549
"4393446",7978,0,0
"4393447",7979,0,0
"4393465",7980,1090,798
"4393469A",7981,488,330
"4393469B",7982,0,0
"4393470",7983,63,22
"4393471",7984,907,314
"4393486",7985,1248,713
"4393500",7986,214,56
"4393502",7987,847,226
"4393507",7988,812,545
"4393509",7989,726,447
"4393510",7990,1575,544
"4393511",7991,676,828
"4393516",7992,985,425
"4393517",7993,661,612
"4393526",7994,659,246
"4393527",7995,1015,479
"4393529",7996,1088,518
"4393530",7997,1158,651
"4393538",7998,1622,813
"4393539",7999,6,2
"4393542",8000,951,563
"4393545",8001,1216,492
"4393552",8002,1050,874
"4393554",8003,1451,555
"4393558",8004,1714,656
"4393560",8005,0,0
"4393562",8006,79,23
"4393566",8007,0,1
"4393567",8008,1281,378
"4393570",8009,953,653
"4393574",8010,117,138
"4393575",8011,0,0
"4393579",8012,455,142
"4393580",8013,0,0
"4393582",8014,28,1
"4393583",8015,0,0
"4393584",8016,0,0
"4393585",8017,0,0
"4393590",8018,0,0
"4393624",8019,125,83
"4393626",8020,362,124
"4393637",8021,622,554
"4393646",8022,1080,690
"4393647",8023,1078,779
"4393648",8024,1282,778
"4393653",8025,1,0
"4393654",8026,0,0
"4393661",8027,0,0
"4393662",8028,5,0
"4393663",8029,2,2
"4393664",8030,0,0
"4393665",8031,11,0
"4393667",8032,55,18
"4393668",8033,193,56
"4393669",8034,2,1
"4393671",8035,306,130
"4393695",8036,1426,838
"4393696",8037,1291,794
"4393698",8038,1287,960
"4393700",8039,604,355
"4393706",8040,788,516
"4393709",8041,577,327
"4393716",8042,957,368
"4393720",8043,1435,471
"4393725",8044,945,423
"4393728",8045,811,376
"4393729",8046,3,2
"4394006",8047,94,326
"4394016",8048,496,516
"4394017",8049,175,841
"4394018",8050,358,186
"4394020",8051,439,298
"4394042",8052,291,242
"4394044A",8053,1129,417
"4394044B",8054,0,0
"4394045",8055,1171,417
"4394046",8056,1655,496
"4394047",8057,1295,315
"4394048",8058,53,240
"4394050",8059,65,418
"4394051",8060,1,3
"4394053",8061,396,248
"4394057",8062,246,172
"4394060",8063,302,852
"4394065",8064,1635,418
"4394067",8065,107,498
"4394068",8066,95,407
"4394069",8067,684,379
"4394070",8068,722,675
"4394073",8069,120,101
"4394077",8070,79,117
"4394086",8071,1192,509
"4394087",8072,32,199
"4394091",8073,826,432
"4394092",8074,60,315
"4394093",8075,131,596
"4394096",8076,206,490
"4394097",8077,126,405
